"Crash ID","State","Month","MonthName","Year","Crash Type","Road User","Gender","AgeGroup"
120201246473,"NSW",11,"November",2020,"Multiple","Pedal cyclist","Male","40-64"
8281235746295868400,"VIC",7,"July",2020,"Single","Driver","Male","65 and over"
6835164215507098600,"QLD",2,"February",2024,"Multiple","Motorcycle rider","Male","26-39"
7657724248357498900,"QLD",5,"May",2024,"Single","Driver","Female","65 and over"
5303205763787880400,"VIC",7,"July",2023,"Single","Driver","Male","26-39"
1664559730036392700,"QLD",1,"January",2022,"Single","Driver","Male","17-25"
6144989893218855900,"NSW",5,"May",2023,"Multiple","Driver","Male","65 and over"
320202327614,"QLD",11,"November",2020,"Single","Driver","Male","17-25"
5517717597975398400,"VIC",10,"October",2020,"Single","Pedestrian","Male","65 and over"
7258846582756973600,"VIC",10,"October",2022,"Single","Pedestrian","Male","0-16"
8307844398680113200,"QLD",11,"November",2022,"Single","Driver","Male","17-25"
6099078356769297400,"TAS",3,"March",2022,"Single","Driver","Male","17-25"
4616675355742562300,"NSW",3,"March",2023,"Multiple","Driver","Male","17-25"
8294200897181790200,"VIC",5,"May",2021,"Single","Driver","Male","26-39"
320210109644,"QLD",1,"January",2021,"Single","Driver","Male","26-39"
5533713724781068300,"QLD",10,"October",2024,"Multiple","Driver","Male","26-39"
6905749796785802200,"WA",3,"March",2023,"Single","Driver","Male","17-25"
320210250110,"QLD",2,"February",2021,"Single","Driver","Female","40-64"
7554445831393992700,"VIC",5,"May",2022,"Single","Driver","Male","26-39"
1916381329346755580,"NSW",9,"September",2024,"Multiple","Motorcycle rider","Male","17-25"
1380117170024453630,"NSW",6,"June",2023,"Single","Passenger","Female","26-39"
5845546700697466900,"VIC",6,"June",2020,"Single","Motorcycle rider","Male","40-64"
120221300205,"NSW",9,"September",2022,"Single","Motorcycle rider","Male","40-64"
120201235421,"NSW",7,"July",2020,"Multiple","Driver","Male","65 and over"
7545096478606154800,"VIC",3,"March",2021,"Single","Pedestrian","Male","65 and over"
8895328874767949800,"VIC",10,"October",2021,"Multiple","Driver","Male","40-64"
3990265644458231300,"NSW",11,"November",2024,"Multiple","Motorcycle rider","Male","17-25"
620202231,"TAS",2,"February",2020,"Multiple","Driver","Male","26-39"
320201874024,"QLD",9,"September",2020,"Multiple","Driver","Male","17-25"
4178569809591774700,"QLD",9,"September",2023,"Multiple","Driver","Female","26-39"
4202014395,"WA",10,"October",2020,"Single","Pedestrian","Female","17-25"
7316190260682628100,"QLD",2,"February",2023,"Multiple","Driver","Female","40-64"
120211268968,"NSW",7,"July",2021,"Multiple","Driver","Female","40-64"
2462759784783159300,"VIC",3,"March",2021,"Multiple","Motorcycle rider","Male","40-64"
4202114792,"WA",11,"November",2021,"Multiple","Passenger","Male","65 and over"
120211266631,"NSW",6,"June",2021,"Single","Pedestrian","Male","65 and over"
4682913496126018600,"VIC",12,"December",2022,"Multiple","Passenger","Male","65 and over"
7763559805575439400,"QLD",5,"May",2022,"Multiple","Driver","Female","40-64"
5951489275158330400,"VIC",8,"August",2023,"Multiple","Driver","Male","65 and over"
7987398182267727900,"QLD",12,"December",2023,"Single","Motorcycle rider","Male","65 and over"
2433662137079425500,"VIC",3,"March",2024,"Single","Passenger","Female","17-25"
3755038306122299400,"TAS",11,"November",2022,"Single","Driver","Male","65 and over"
8448110073289916400,"VIC",4,"April",2022,"Single","Passenger","Female","40-64"
127031061990830064,"NSW",7,"July",2023,"Multiple","Pedal cyclist","Male","26-39"
4202014203,"WA",2,"February",2020,"Single","Passenger","Male","40-64"
5869191175914426400,"VIC",10,"October",2023,"Multiple","Driver","Male","40-64"
4202114482,"WA",1,"January",2021,"Single","Driver","Male","17-25"
2695193731740442100,"QLD",4,"April",2023,"Single","Driver","Male","40-64"
4202014176,"WA",1,"January",2020,"Single","Passenger","Male","17-25"
12824626695434150,"NSW",3,"March",2023,"Multiple","Driver","Male","17-25"
3317281996564847100,"TAS",4,"April",2024,"Single","Driver","Male","65 and over"
7679322139407732700,"VIC",12,"December",2023,"Multiple","Passenger","Female","65 and over"
120221281907,"NSW",2,"February",2022,"Multiple","Motorcycle rider","Male","17-25"
5702069088390896600,"VIC",8,"August",2024,"Multiple","Driver","Male","40-64"
809608224111940610,"VIC",3,"March",2021,"Multiple","Driver","Male","40-64"
120201224847,"NSW",2,"February",2020,"Single","Pedestrian","Male","65 and over"
2778674690029071400,"QLD",9,"September",2022,"Multiple","Driver","Male","26-39"
320202530232,"QLD",12,"December",2020,"Single","Passenger","Female","17-25"
520202000192653,"SA",8,"August",2020,"Single","Driver","Male","26-39"
6774088135273314300,"QLD",8,"August",2022,"Multiple","Driver","Female","40-64"
120221284127,"NSW",3,"March",2022,"Multiple","Driver","Female","40-64"
726225919716983040,"TAS",7,"July",2022,"Single","Driver","Female","17-25"
4202014574,"WA",7,"July",2020,"Single","Passenger","Male","17-25"
620202224,"TAS",1,"January",2020,"Multiple","Pedestrian","Male","40-64"
5031748711321618400,"TAS",12,"December",2024,"Multiple","Driver","Female","40-64"
3261531068711293400,"VIC",12,"December",2023,"Single","Pedestrian","Female","65 and over"
120201232127,"NSW",5,"May",2020,"Single","Passenger","Female","26-39"
320202260956,"QLD",11,"November",2020,"Multiple","Driver","Male","26-39"
8863389678654130200,"VIC",3,"March",2024,"Single","Driver","Male","65 and over"
7240295978919882800,"QLD",6,"June",2023,"Multiple","Motorcycle rider","Male","26-39"
5456682307300044800,"WA",12,"December",2024,"Multiple","Driver","Female","40-64"
320202420408,"QLD",11,"November",2020,"Multiple","Motorcycle rider","Male","40-64"
4202014300,"WA",6,"June",2020,"Single","Driver","Male","26-39"
120201240678,"NSW",9,"September",2020,"Single","Passenger","Male","17-25"
8113795866154939400,"WA",8,"August",2023,"Single","Passenger","Male","26-39"
4202014431,"WA",11,"November",2020,"Single","Motorcycle rider","Male","40-64"
9006337951294808100,"TAS",4,"April",2022,"Single","Motorcycle rider","Male","26-39"
9028082078748667900,"WA",10,"October",2024,"Single","Driver","Female","40-64"
120201230566,"NSW",5,"May",2020,"Multiple","Driver","Male","26-39"
2118969254615353340,"NSW",11,"November",2023,"Single","Motorcycle rider","Male","26-39"
2178156156477798910,"VIC",10,"October",2024,"Single","Driver","Male","17-25"
2902036717783238100,"VIC",1,"January",2023,"Single","Driver","Female","17-25"
8619005647096754200,"WA",4,"April",2023,"Multiple","Driver","Male","65 and over"
3048395858851197400,"WA",3,"March",2024,"Single","Motorcycle rider","Male","26-39"
93947092439237696,"SA",9,"September",2023,"Multiple","Driver","Male","26-39"
1781460651514800900,"VIC",12,"December",2021,"Single","Driver","Male","0-16"
1514440153808197380,"QLD",3,"March",2022,"Multiple","Driver","Female","17-25"
410988149858142980,"NSW",3,"March",2023,"Multiple","Motorcycle rider","Male","40-64"
3165804794345777200,"QLD",9,"September",2023,"Multiple","Motorcycle rider","Male","40-64"
520222200041339,"SA",2,"February",2022,"Single","Driver","Female","40-64"
4219437925711236600,"VIC",9,"September",2021,"Single","Driver","Male","40-64"
4202014226,"WA",3,"March",2020,"Single","Driver","Female","26-39"
3910826048066797600,"VIC",2,"February",2020,"Multiple","Driver","Male","65 and over"
6276206158868963300,"VIC",3,"March",2022,"Multiple","Driver","Male","26-39"
120211270955,"NSW",8,"August",2021,"Single","Driver","Male","17-25"
5449994993325245400,"QLD",6,"June",2022,"Single","Driver","Male","40-64"
6766544198789499900,"VIC",11,"November",2024,"Single","Pedestrian","Male","65 and over"
5300242062017383400,"NT",11,"November",2024,"Multiple","Pedestrian","Female","40-64"
6649115462384460800,"QLD",7,"July",2022,"Multiple","Motorcycle rider","Male","26-39"
4202014291,"WA",6,"June",2020,"Multiple","Passenger","Female","0-16"
120201240080,"NSW",9,"September",2020,"Single","Driver","Male","26-39"
6535592529264626700,"QLD",3,"March",2022,"Single","Driver","Male","26-39"
606045174661548290,"NSW",3,"March",2024,"Single","Driver","Male","65 and over"
5232885415553316900,"NSW",5,"May",2024,"Single","Driver","Female","17-25"
120201245726,"NSW",11,"November",2020,"Single","Driver","Male","40-64"
6535502199701725200,"VIC",10,"October",2023,"Single","Driver","Male","40-64"
7981416967816400900,"VIC",12,"December",2020,"Single","Passenger","Male","17-25"
120201241317,"NSW",9,"September",2020,"Multiple","Motorcycle rider","Male","40-64"
3612492553554827800,"QLD",12,"December",2023,"Single","Motorcycle rider","Male","26-39"
120221302777,"NSW",10,"October",2022,"Multiple","Motorcycle rider","Male","17-25"
820201238999,"ACT",12,"December",2020,"Single","Driver","Male","40-64"
4202114537,"WA",2,"February",2021,"Multiple","Motorcycle rider","Male","17-25"
2030055632322003200,"TAS",4,"April",2021,"Single","Driver","Male","26-39"
120211274393,"NSW",10,"October",2021,"Single","Driver","Female","17-25"
8260975374331259900,"QLD",9,"September",2022,"Single","Driver","Female","40-64"
2436992660351753200,"QLD",10,"October",2024,"Multiple","Motorcycle rider","Male","40-64"
462481960355748670,"VIC",10,"October",2024,"Single","Pedestrian","Female","65 and over"
6766075923213406200,"VIC",3,"March",2022,"Single","Pedestrian","Male","65 and over"
4202014455,"WA",12,"December",2020,"Multiple","Driver","Male","40-64"
359287019608034500,"WA",2,"February",2023,"Multiple","Motorcycle rider","Male","65 and over"
520212100283468,"SA",12,"December",2021,"Single","Pedestrian","Female","26-39"
1071142240890717570,"QLD",11,"November",2023,"Single","Motorcycle rider","Male","65 and over"
120201241297,"NSW",9,"September",2020,"Multiple","Driver","Male","40-64"
7878899534695217200,"VIC",9,"September",2024,"Multiple","Motorcycle rider","Male","17-25"
1227410382515506180,"WA",3,"March",2022,"Single","Driver","Male","40-64"
7435732542522037200,"QLD",9,"September",2023,"Single","Motorcycle rider","Male","40-64"
520202000132232,"SA",6,"June",2020,"Single","Motorcycle rider","Male","17-25"
4970113513660330000,"NSW",4,"April",2024,"Single","Driver","Male","17-25"
6295179763114764300,"NT",2,"February",2024,"Single","Passenger","Female","40-64"
7813332936488290300,"QLD",4,"April",2023,"Multiple","Motorcycle rider","Male","65 and over"
2178083097604517890,"VIC",1,"January",2023,"Single","Driver","Male","65 and over"
74916008025216240,"QLD",10,"October",2022,"Single","Driver","Male","40-64"
120201225952,"NSW",3,"March",2020,"Single","Passenger","Male","40-64"
3061378400278559700,"NSW",12,"December",2024,"Multiple","Driver","Male","26-39"
520212100131644,"SA",6,"June",2021,"Multiple","Pedestrian","Female","40-64"
4733994473076263900,"VIC",10,"October",2024,"Multiple","Motorcycle rider","Male","26-39"
520212100026438,"SA",2,"February",2021,"Multiple","Motorcycle rider","Male","65 and over"
166861114796658592,"NSW",1,"January",2023,"Single","Motorcycle rider","Male","40-64"
1596420763491712510,"QLD",4,"April",2023,"Multiple","Motorcycle rider","Male","17-25"
120211253044,"NSW",1,"January",2021,"Single","Motorcycle rider","Male","26-39"
3240343298315032600,"VIC",3,"March",2020,"Multiple","Pedal cyclist","Male","26-39"
120201234221,"NSW",6,"June",2020,"Single","Pedestrian","Male","65 and over"
820222022113,"ACT",10,"October",2022,"Single","Passenger","Female","0-16"
320212087192,"QLD",11,"November",2021,"Multiple","Driver","Female","40-64"
4202114612,"WA",5,"May",2021,"Single","Driver","Male","17-25"
120201237747,"NSW",8,"August",2020,"Multiple","Driver","Male","65 and over"
2614184580028850200,"WA",2,"February",2024,"Multiple","Motorcycle rider","Male","40-64"
8630142063305533400,"SA",10,"October",2023,"Single","Passenger","Male","26-39"
9095364240434890800,"SA",3,"March",2023,"Multiple","Driver","Male","40-64"
320202059909,"QLD",10,"October",2020,"Single","Motorcycle rider","Male","40-64"
4524322907605978600,"VIC",4,"April",2023,"Single","Driver","Male","26-39"
120201230587,"NSW",5,"May",2020,"Multiple","Motorcycle rider","Male","17-25"
1069400232559416060,"WA",5,"May",2023,"Single","Driver","Male","65 and over"
7948357268764396500,"WA",8,"August",2022,"Single","Driver","Female","17-25"
72022165207,"NT",8,"August",2022,"Multiple","Driver","Male","65 and over"
4202014460,"WA",12,"December",2020,"Single","Motorcycle rider","Male","40-64"
8645402328742958100,"TAS",7,"July",2023,"Single","Pedestrian","Male","0-16"
8350015663446333400,"ACT",12,"December",2024,"Single","Driver","Female","65 and over"
2491149188011375600,"VIC",3,"March",2020,"Multiple","Pedal cyclist","Male","0-16"
6913288733522805800,"NSW",2,"February",2024,"Multiple","Driver","Female","26-39"
120211275593,"NSW",11,"November",2021,"Single","Motorcycle rider","Male","40-64"
4202014412,"WA",10,"October",2020,"Multiple","Motorcycle rider","Male","40-64"
520212100134995,"SA",6,"June",2021,"Single","Passenger","Male","17-25"
520202000037991,"SA",2,"February",2020,"Multiple","Motorcycle rider","Male","17-25"
7972339986525188100,"NSW",1,"January",2023,"Single","Driver","Female","26-39"
320200391692,"QLD",2,"February",2020,"Multiple","Driver","Male","40-64"
8444948370283617300,"VIC",12,"December",2023,"Single","Driver","Male","40-64"
